TestDataID,Rating
148,4.13439
149,3.53202
150,3.05277
151,3.37499
152,3.38136
153,3.37924
154,2.27442
155,3.89325
156,2.93929
157,4.40989
158,4.18236
159,2.79278
160,3.8223
161,3.74905
162,3.37472
163,2.95887
164,2.64697
165,2.94335
166,3.28864
167,3.81123
168,3.99906
169,2.92487
170,4.87742
171,3.90928
172,4.56293
173,3.34479
174,4.3376
175,4.37097
176,4.3387
177,4.71229
178,4.58872
179,4.60516
180,2.69954
181,4.62804
182,4.59487
183,4.05387
184,3.28463
185,4.42046
186,4.10853
187,4.32863
188,3.53956
189,4.93087
190,4.15826
191,3.66457
192,3.84396
193,3.02094
194,4.72839
195,4.59187
196,3.16711
197,4.49006
198,4.73263
199,2.85781
200,4.36784
201,3.97754
202,4.46427
203,1.61867
204,3.99336
205,1.73246
206,3.61838
207,3.8981
208,4.09038
209,2.96192
210,4.26013
211,3.41726
212,3.47819
213,4.24418
214,2.1215
215,4.32311
216,1.94414
217,4.88792
218,3.70253
219,4.57761
220,2.44741
221,5
222,4.21825
223,4.65409
224,4.37372
225,2.9319
226,3.56956
227,1.69224
228,3.00157
229,2.30861
230,4.59988
231,3.71599
232,2.89387
233,3.96209
234,3.61795
235,2.43852
236,4.4042
237,3.70157
238,3.44985
239,3.40049
240,3.43503
241,3.29812
242,2.78294
243,2.88836
244,4.33283
245,4.03939
246,3.8479
247,3.30461
248,2.92372
249,3.54979
250,3.5812
251,3.5496
252,4.88837
253,2.89011
254,3.79122
255,2.92067
256,3.4562
257,3.50874
258,2.75813
259,3.17008
260,2.5141
261,2.84624
262,3.36984
263,2.47788
264,3.55249
265,1.83838
266,3.44336
267,3.72948
268,3.06805
269,3.89951
270,4.40646
271,2.75593
272,3.94735
273,2.78524
274,2.46709
275,3.87501
276,2.28783
277,2.62235
278,3.36433
279,2.95337
280,3.78999
281,3.60629
282,4.23526
283,3.94477
284,3.13548
285,3.56975
286,3.11028
287,2.66018
288,3.37461
289,3.35045
290,3.31463
291,2.98473
292,3.4376
293,3.33634
294,3.53473
295,2.90524
296,3.92268
297,3.24339
298,4.0503
299,3.6486
300,3.32664
301,3.45502
302,3.51509
303,3.87213
304,3.00985
305,3.39186
306,3.58243
307,3.25744
308,3.61749
309,3.25878
310,4.05908
311,3.51472
312,3.76651
313,3.48616
314,3.24078
315,3.17429
316,4.23742
317,2.56898
318,4.2458
319,2.87819
320,4.22857
321,3.9823
322,3.98117
323,3.58788
324,3.59685
325,4.5614
326,3.83675
327,2.67952
328,2.27019
329,2.07695
330,3.29692
331,2.73284
332,3.17666
333,3.50146
334,3.59833
335,3.61072
336,2.76279
337,2.3168
338,2.55707
339,3.09773
340,3.06424
341,2.89105
342,1.58746
343,3.76252
344,3.08027
345,2.72501
346,3.10097
347,2.14434
348,3.23301
349,3.54994
350,3.12807
351,3.01357
352,3.31623
353,2.38896
354,3.29394
355,2.8346
356,3.87618
357,2.96751
358,2.01321
359,3.56388
360,3.05099
361,3.30196
362,3.4611
363,2.87145
364,2.03604
365,2.91923
366,3.05105
367,3.37893
368,2.64617
369,4.67774
370,4.22287
371,4.4927
372,4.54618
373,4.1081
374,3.87477
375,4.36027
376,3.9342
377,3.92787
378,4.22414
379,3.83875
380,3.17972
381,4.18511
382,3.50344
383,4.36401
384,2.57693
385,4.36495
386,3.46377
387,4.12818
388,3.31024
389,4.31589
390,3.99443
391,3.84439
392,3.22078
393,3.78049
394,3.98884
395,3.70028
396,2.8555
397,3.3675
398,3.33117
399,4.36109
400,3.78615
401,3.51984
402,3.07573
403,3.44798
404,3.87532
405,3.42464
406,3.41362
407,4.29555
408,4.32727
409,3.50782
410,3.75721
411,3.66671
412,4.7677
413,4.09108
414,3.85365
415,3.49976
416,3.20857
417,3.41122
418,4.04147
419,4.2168
420,2.23111
421,3.59585
422,3.94355
423,3.71904
424,3.99019
425,4.35915
426,3.51513
427,4.28687
428,3.99255
429,4.42074
430,3.68486
431,3.66901
432,3.40752
433,3.01271
434,2.74785
435,3.25591
436,3.05882
437,2.81478
438,3.98511
439,2.79127
440,2.77849
441,3.66437
442,3.46958
443,3.25874
444,3.01418
445,3.20037
446,3.1673
447,3.81886
448,3.42858
449,3.51429
450,3.81984
451,3.21686
452,3.01126
453,3.06828
454,3.54896
455,3.08094
456,3.0998
457,3.26336
458,3.05657
459,3.49258
460,3.46799
461,3.13321
462,3.52211
463,3.00118
464,3.36973
465,3.85438
466,4.32828
467,2.3509
468,3.46385
469,3.74636
470,3.85205
471,3.19412
472,3.16542
473,3.1978
474,3.14665
475,2.82807
476,2.73998
477,2.95486
478,3.00244
479,2.91857
480,3.05296
481,3.26573
482,3.39759
483,4.00814
484,4.79628
485,5
486,3.44355
487,3.87555
488,3.76592
489,3.89461
490,3.15114
491,4.61124
492,4.07813
493,3.92911
494,4.03373
495,3.40089
496,3.80404
497,4.19595
498,2.5159
499,3.02646
500,4.20351
501,4.76021
502,4.24285
503,3.80994
504,4.00652
505,3.90653
506,3.84692
507,4.5308
508,4.46113
509,4.1483
510,3.74317
511,4.47493
512,4.25241
513,4.19803
514,4.40541
515,4.1772
516,4.39811
517,4.71649
518,3.99953
519,5
520,3.75223
521,3.96381
522,4.31371
523,4.04406
524,3.70988
525,3.51197
526,3.6509
527,4.47871
528,4.47552
529,4.75946
530,4.06943
531,4.02059
532,4.58203
533,4.05393
534,4.55831
535,4.07359
536,3.86161
537,2.1522
538,4.4016
539,4.0365
540,3.63084
541,3.9383
542,4.06322
543,3.42138
544,2.63287
545,1.60487
546,3.4057
547,3.34789
548,3.02664
549,2.80097
550,2.63349
551,3.43289
552,2.32502
553,3.26408
554,1.91002
555,4.30154
556,3.32694
557,3.84447
558,3.92857
559,3.87641
560,3.91355
561,4.47597
562,2.96655
563,3.34332
564,3.58578
565,3.23876
566,3.50022
567,4.21701
568,3.73954
569,3.06671
570,3.68174
571,3.96966
572,3.10626
573,3.93995
574,2.61655
575,3.73127
576,3.45938
577,3.20963
578,3.47918
579,3.63069
580,2.90484
581,4.48972
582,3.58405
583,3.65622
584,3.54606
585,3.8086
586,3.6313
587,3.70091
588,3.11552
589,3.67984
590,3.44215
591,4.08086
592,4.72318
593,4.26328
594,3.55099
595,3.14822
596,4.57649
597,4.22341
598,3.62726
599,3.85606
600,3.53359
601,4.49647
602,3.42786
603,3.90168
604,3.28906
605,2.56733
606,3.38968
607,4.46797
608,3.50353
609,3.16232
610,3.90135
611,4.84365
612,3.37023
613,3.86178
614,2.44679
615,2.854
616,3.45037
617,2.98692
618,2.95264
619,2.77933
620,3.97151
621,2.54065
622,3.08903
623,3.29575
624,2.82935
625,3.05649
626,2.32355
627,3.63038
628,2.50647
629,3.70426
630,3.61065
631,2.8484
632,3.44924
633,2.55761
634,3.09451
635,2.4176
636,3.34363
637,3.84107
638,3.36776
639,2.98358
640,2.79366
641,2.71468
642,3.78962
643,2.91827
644,4.08933
645,4.97587
646,4.60432
647,4.32881
648,4.04714
649,2.7017
650,3.91309
651,2.97534
652,3.0156
653,2.97878
654,3.7053
655,3.50421
656,3.48013
657,3.92569
658,2.63676
659,2.2918
660,3.42966
661,4.05481
662,3.59352
663,3.73742
664,2.91971
665,3.9149
666,2.99186
667,3.27573
668,2.93632
669,3.14032
670,3.00263
671,4.11685
672,3.466
673,3.0743
674,3.18826
675,2.58542
676,2.58465
677,2.79122
678,2.69386
679,4.01182
680,3.06036
681,2.30017
682,2.82677
683,2.77023
684,3.55792
685,2.92451
686,3.00974
687,1.91277
688,2.27905
689,2.20955
690,2.22933
691,3.6912
692,3.75683
693,3.22997
694,3.84926
695,3.28895
696,3.21885
697,3.19876
698,3.35939
699,3.70585
700,4.41341
701,2.3716
702,2.88676
703,4.40447
704,3.57295
705,4.42539
706,3.33346
707,4.34964
708,3.48148
709,3.82011
710,3.21412
711,3.8106
712,4.54061
713,4.31962
714,3.74892
715,3.28802
716,3.12102
717,1.99738
718,2.27624
719,3.34335
720,3.30351
721,4.05547
722,4.10511
723,3.57425
724,3.29925
725,3.59592
726,3.31374
727,3.18628
728,4.45375
729,2.90419
730,3.48322
731,4.09726
732,3.7612
733,3.76914
734,4.32827
735,5
736,4.56103
737,4.55784
738,4.15215
739,4.49453
740,3.91202
741,4.72074
742,3.66888
743,3.28348
744,5
745,4.17837
746,4.41743
747,5
748,3.60136
749,4.17533
750,4.28468
751,4.27956
752,4.19383
753,3.17944
754,4.52495
755,4.26556
756,4.13805
757,2.74185
758,4.0804
759,4.16563
760,4.94095
761,3.85527
762,3.19886
763,4.18935
764,4.0309
765,4.05703
766,4.78364
767,4.53217
768,2.49829
769,4.76587
770,4.51673
771,2.32661
772,4.27708
773,4.70268
774,4.22374
775,3.80861
776,4.70797
777,2.29533
778,4.0124
779,4.26024
780,4.2683
781,4.08752
782,2.68034
783,4.42712
784,4.03207
785,4.81115
786,4.61142
787,4.28357
788,5
789,5
790,3.20968
791,3.47124
792,4.47645
793,5
794,4.28406
795,4.88692
796,4.82834
797,5
798,4.16065
799,4.57626
800,4.25086
801,3.84935
802,3.78887
803,4.03171
804,3.87437
805,4.05088
806,3.30286
807,1.51572
808,4.31668
809,2.27806
810,4.09696
811,3.88487
812,1.9168
813,4.55228
814,4.88487
815,4.3553
816,3.94797
817,4.70149
818,4.07219
819,3.15093
820,3.68504
821,4.42274
822,3.16886
823,3.83479
824,3.71512
825,4.00128
826,4.06832
827,3.18097
828,4.14036
829,3.90977
830,4.044
831,2.10974
832,3.55149
833,4.27867
834,3.89909
835,3.15722
836,4.38654
837,3.17095
838,3.84833
839,4.23381
840,2.81382
841,4.15935
842,2.58254
843,3.68999
844,4.00566
845,4.50573
846,3.83465
847,3.76298
848,2.83871
849,2.50631
850,3.6182
851,3.95072
852,3.76778
853,4.417
854,3.34603
855,4.78292
856,4.86703
857,4.66143
858,5
859,4.56635
860,3.2313
861,3.11045
862,3.64073
863,3.52243
864,3.83835
865,2.68255
866,4.0613
867,3.69577
868,3.70204
869,1.61439
870,3.42835
871,3.57881
872,4.23776
873,2.44729
874,3.70076
875,3.28441
876,3.43018
877,3.67628
878,3.26709
879,3.99002
880,3.47389
881,3.43501
882,3.52716
883,4.37883
884,3.9336
885,3.37558
886,3.58726
887,3.06141
888,3.68177
889,3.88248
890,3.51394
891,2.40805
892,2.90303
893,3.9072
894,2.91408
895,3.72354
896,4.00321
897,2.83669
898,2.34263
899,3.36918
900,3.78769
901,4.03194
902,4.08844
903,3.01674
904,3.09227
905,3.1731
906,4.07242
907,3.36255
908,4.075
909,3.52795
910,3.06266
911,3.41842
912,3.75473
913,3.1491
914,3.633
915,3.21303
916,2.49681
917,2.57442
918,2.99457
919,2.83723
920,3.19024
921,3.96877
922,4.01346
923,3.80829
924,3.73308
925,3.53276
926,3.52761
927,3.23342
928,2.67954
929,3.08762
930,3.26217
931,3.68257
932,3.20666
933,3.63687
934,2.38418
935,3.56291
936,3.42856
937,4.03683
938,3.51843
939,3.65786
940,3.32987
941,4.06763
942,3.0945
943,3.7011
944,4.01451
945,3.8106
946,3.18364
947,2.04711
948,2.45315
949,4.45147
950,2.63542
951,3.75217
952,4.39957
953,4.65689
954,4.88875
955,4.14255
956,4.36841
957,4.83829
958,5
959,4.90102
960,4.66176
961,4.5252
962,4.27919
963,4.743
964,5
965,4.5421
966,4.22922
967,5
968,4.11466
969,4.58968
970,4.28233
971,4.55811
972,3.7427
973,4.25506
974,5
975,3.24872
976,4.06407
977,3.40065
978,2.9222
979,3.97897
980,4.15652
981,4.00866
982,4.00504
983,3.87788
984,3.18047
985,3.7776
986,2.50836
987,2.43302
988,3.58823
989,3.94386
990,3.92082
991,3.10011
992,3.44487
993,1.72842
994,1.62661
995,3.22521
996,3.14252
997,2.12697
998,3.07794
999,3.11961
1000,2.02669
1001,4.00704
1002,2.37512
1003,2.35775
1004,3.25148
1005,3.97254
1006,2.79745
1007,2.99066
1008,2.80025
1009,2.9013
1010,4.33028
1011,4.65347
1012,4.32443
1013,3.36052
1014,4.06067
1015,4.31598
1016,3.6267
1017,3.22237
1018,3.64834
1019,3.22575
1020,4.24869
1021,2.9976
1022,4.20487
1023,4.34292
1024,3.91613
1025,4.51138
1026,3.95615
1027,3.45693
1028,3.52852
1029,4.15988
1030,4.28984
1031,4.25104
1032,4.15302
1033,3.2798
1034,3.5896
1035,3.44681
1036,4.45043
1037,4.30736
1038,4.25517
1039,4.69909
1040,3.45519
1041,3.19398
1042,4.77266
1043,4.1285
1044,2.75238
1045,2.33605
1046,3.27657
1047,4.33788
1048,3.81871
1049,3.03478
1050,3.32003
1051,3.64514
1052,3.48567
1053,3.36596
1054,3.74307
1055,3.7539
1056,3.02239
1057,3.66112
1058,3.75668
1059,3.87859
1060,4.01613
1061,3.42583
1062,2.79659
1063,3.37746
1064,4.16093
1065,2.73452
1066,3.90413
1067,4.03536
1068,3.41483
1069,4.3318
1070,4.36051
1071,3.31043
1072,5
1073,4.72494
1074,4.91922
1075,5
1076,3.26314
1077,5
1078,3.58988
1079,4.12286
1080,3.80573
1081,3.82826
1082,3.1676
1083,4.45176
1084,4.25102
1085,3.38893
1086,3.82635
1087,2.87979
1088,3.78623
1089,2.4244
1090,3.21663
1091,3.7044
1092,2.26394
1093,4.09523
1094,2.99326
1095,3.91285
1096,4.21001
1097,3.44337
1098,2.51759
1099,4.0923
1100,4.15294
1101,2.98764
1102,4.22693
1103,3.97043
1104,3.69619
1105,3.09457
1106,4.13085
1107,2.58541
1108,3.24477
1109,4.13904
1110,3.14816
1111,4.70612
1112,3.64189
1113,4.15596
1114,4.49228
1115,4.62557
1116,3.64928
1117,3.6773
1118,3.22572
1119,2.20405
1120,4.29575
1121,4.31744
1122,3.87135
1123,3.88661
1124,4.9572
1125,3.74192
1126,3.13251
1127,4.22788
1128,3.37792
1129,3.43455
1130,3.75932
1131,3.6067
1132,3.62763
1133,2.72607
1134,4.06041
1135,3.56273
1136,2.56645
1137,3.82184
1138,3.74014
1139,2.9234
1140,3.78464
1141,3.43275
1142,3.12493
1143,3.18363
1144,3.60888
1145,3.58012
1146,3.67889
1147,3.99121
1148,3.33731
1149,3.48295
1150,3.92627
1151,3.23167
1152,3.79452
1153,4.42329
1154,3.32662
1155,4.20011
1156,4.16732
1157,4.60971
1158,2.26992
1159,3.38954
1160,3.41772
1161,2.25337
1162,3.58748
1163,1.72604
1164,2.88348
1165,2.33649
1166,2.02096
1167,3.10182
1168,2.13546
1169,3.49485
1170,2.66008
1171,1.88935
1172,3.24032
1173,1.73209
1174,2.55697
1175,1.40588
1176,2.35744
1177,1.86403
1178,3.10335
1179,2.83971
1180,3.57486
1181,3.47862
1182,2.75663
1183,2.22122
1184,3.33195
1185,3.86221
1186,2.16105
1187,1.86756
1188,2.33745
1189,3.9041
1190,2.5951
1191,2.56443
1192,3.13881
1193,3.67016
1194,1.82155
1195,3.73405
1196,3.85797
1197,3.66357
1198,3.1851
1199,3.95951
1200,1.77145
1201,3.01665
1202,1.56474
1203,2.78858
1204,3.18724
1205,3.12466
1206,2.81701
1207,3.13928
1208,4.03674
1209,3.36712
1210,3.18844
1211,3.58897
1212,3.60684
1213,3.89043
1214,3.69333
1215,3.74798
1216,3.48704
1217,3.54495
1218,4.36903
1219,3.68523
1220,4.59301
1221,2.5371
1222,3.80077
1223,3.45889
1224,3.653
1225,3.72265
1226,3.01899
1227,3.54093
1228,3.70061
1229,3.30127
1230,3.09815
1231,3.35963
1232,4.67735
1233,4.08905
1234,4.49332
1235,4.65452
1236,4.76712
1237,4.39585
1238,4.22337
1239,4.68672
1240,4.90427
1241,4.37224
1242,3.556
1243,4.66392
1244,4.34559
1245,4.21119
1246,4.41448
1247,4.52852
1248,4.40961
1249,4.50285
1250,4.59676
1251,4.05608
1252,3.09765
1253,3.64815
1254,3.48754
1255,4.34508
1256,3.56988
1257,2.47708
1258,2.13538
1259,2.9461
1260,3.8397
1261,3.50019
1262,2.69631
1263,3.63908
1264,2.34235
1265,2.93947
1266,3.49744
1267,2.41
1268,4.03713
1269,3.37078
1270,4.88773
1271,4.51445
1272,4.47699
1273,4.64894
1274,4.26747
1275,4.33546
1276,4.06318
1277,4.75061
1278,4.60197
1279,5
1280,4.76439
1281,4.47969
1282,2.59576
1283,3.01226
1284,4.06617
1285,4.51805
1286,2.57306
1287,3.36746
1288,2.90516
1289,2.60713
1290,3.30981
1291,2.26269
1292,4.04953
1293,3.3598
1294,4.16492
1295,4.59317
1296,4.96633
1297,4.05515
1298,4.38691
1299,4.58267
1300,4.25683
1301,2.97543
1302,3.57308
1303,3.66441
1304,3.89586
1305,4.47049
1306,2.66346
1307,4.92445
1308,3.5371
1309,2.71464
1310,4.22752
1311,4.43445
1312,4.97695
1313,3.71657
1314,4.57327
1315,3.90998
1316,4.33156
1317,5
1318,4.38162
1319,4.04819
1320,3.53535
1321,3.9203
1322,3.5389
1323,3.92434
1324,4.17954
1325,4.4555
1326,4.02325
1327,4.27383
1328,3.59747
1329,3.56972
1330,3.6204
1331,3.58087
1332,3.83773
1333,4.14448
1334,3.5275
1335,2.90923
1336,4.11331
1337,3.36631
1338,4.15744
1339,4.04951
1340,3.82349
1341,3.97027
1342,2.49015
1343,3.98768
1344,3.21485
1345,3.711
1346,3.63994
1347,3.04685
1348,4.45986
1349,3.45023
1350,2.43438
1351,2.70426
1352,2.45524
1353,5
1354,4.92365
1355,3.7064
1356,3.54063
1357,3.62067
1358,4.46212
1359,4.22716
1360,3.77391
1361,1.30965
1362,4.81335
1363,3.71322
1364,3.8537
1365,4.72233
1366,4.52906
1367,5
1368,4.31305
1369,4.501
1370,3.91692
1371,3.08991
1372,3.06166
1373,3.9551
1374,2.83988
1375,4.25833
1376,3.07164
1377,3.34255
1378,3.54521
1379,3.0795
1380,4.2221
1381,4.15304
1382,3.38485
1383,4.40689
1384,2.61564
1385,3.12381
1386,3.82165
1387,3.51306
1388,3.67467
1389,3.52678
1390,3.5389
1391,3.06954
1392,3.15236
1393,3.73207
1394,3.61522
1395,4.41678
1396,3.68579
1397,2.75045
1398,4.45676
1399,4.27127
1400,3.80335
1401,3.22705
1402,3.33266
1403,3.95884
1404,4.25656
1405,3.82322
1406,3.14506
1407,3.09646
1408,2.98136
1409,3.34372
1410,3.12286
1411,2.02178
1412,3.35103
1413,3.36148
1414,2.7523
1415,3.51676
1416,3.34199
1417,2.91896
1418,3.00934
1419,3.89078
1420,3.11418
1421,3.04077
1422,2.20315
1423,3.51989
1424,3.432
1425,2.79759
1426,3.43465
1427,3.62734
1428,3.80619
1429,3.49264
1430,3.19693
1431,3.04264
1432,3.55564
1433,3.23505
1434,3.31187
1435,3.55489
1436,3.39089
1437,3.24628
1438,2.66199
1439,3.05397
1440,3.23959
1441,5
1442,3.05253
1443,3.61423
1444,4.23023
1445,3.48006
1446,3.5332
1447,3.822
1448,3.95974
1449,3.04916
1450,3.03922
1451,2.78202
1452,2.98676
1453,3.30179
1454,3.23689
1455,3.38578
1456,3.34398
1457,3.17836
1458,4.07961
1459,4.88835
1460,3.6099
1461,4.41511
1462,3.34225
1463,3.30018
1464,3.9604
1465,3.57346
1466,3.34404
1467,3.85976
1468,3.78333
1469,3.97747
1470,4.66637
1471,3.74896
1472,3.15955
1473,3.92266
1474,3.78251
1475,3.69535
1476,3.83984
1477,3.44094
1478,3.99238
1479,4.24079
1480,2.65918
1481,3.39882
1482,3.21897
1483,3.16123
1484,3.61307
1485,3.30028
1486,2.79194
1487,3.66267
1488,4.43087
1489,3.0484
1490,3.1766
1491,3.66261
1492,2.53552
1493,3.58276
1494,3.86262
1495,4.64271
1496,4.19265
1497,4.46617
1498,4.03167
1499,3.60996
1500,4.50348
1501,4.45071
1502,4.71443
1503,4.73722
1504,3.51981
1505,3.97042
1506,2.77487
1507,3.79527
1508,2.77484
1509,2.80379
1510,3.3726
1511,2.74263
1512,4.05452
1513,3.16719
1514,3.81827
1515,3.61527
1516,4.01922
1517,3.76546
1518,3.95978
1519,4.16024
1520,4.09686
1521,1.89609
1522,3.27606
1523,2.64052
1524,3.75131
1525,3.54806
1526,4.23407
1527,4.1444
1528,3.51933
1529,3.82993
1530,3.94351
1531,2.2202
1532,3.3209
1533,3.98076
1534,3.70179
1535,3.71385
1536,3.37321
1537,2.83812
1538,1.74131
1539,3.44261
1540,3.16393
1541,3.27539
1542,2.85616
1543,3.60706
1544,2.02091
1545,3.61552
1546,3.20058
1547,2.51669
1548,4.03849
1549,3.58085
1550,3.37516
1551,3.83216
1552,4.70701
1553,3.36207
1554,3.17951
1555,3.81823
1556,4.10724
1557,3.86845
1558,3.77081
1559,3.18828
1560,2.59313
1561,3.71698
1562,3.42643
1563,4.18458
1564,4.01118
1565,3.18272
1566,3.03073
1567,3.17523
1568,4.41265
1569,3.32689
1570,3.23177
1571,4.25872
1572,4.45872
1573,4.42619
1574,5
1575,4.41682
1576,4.52361
1577,3.90012
1578,4.1354
1579,2.95842
1580,4.15447
1581,4.0245
1582,3.84224
1583,4.36624
1584,4.75016
1585,4.32432
1586,4.367
1587,4.25736
1588,4.19297
1589,3.12688
1590,3.94568
1591,3.58734
1592,3.4682
1593,3.45988
1594,3.79918
1595,3.54549
1596,3.92607
1597,3.46608
1598,3.47176
1599,3.10137
1600,3.95894
1601,3.48241
1602,3.76671
1603,3.98966
1604,4.5352
1605,3.01364
1606,3.45754
1607,4.19605
1608,3.08018
1609,4.36763
1610,3.60197
1611,3.76825
1612,3.67153
1613,4.83425
1614,4.36687
1615,3.70265
1616,3.85849
1617,3.91805
1618,3.97428
1619,4.69595
1620,3.03057
1621,3.13254
1622,3.75898
1623,3.11986
1624,3.86083
1625,4.52606
1626,4.31987
1627,4.22913
1628,4.61047
1629,4.57553
1630,4.6456
1631,4.97398
1632,4.77049
1633,4.46182
1634,4.40129
1635,4.4796
1636,4.01789
1637,4.34971
1638,4.75368
1639,4.68898
1640,3.83184
1641,3.84876
1642,2.74783
1643,2.6761
1644,3.83765
1645,2.8107
1646,2.78505
1647,3.61908
1648,3.79773
1649,2.52382
1650,2.38359
1651,1.60233
1652,3.52439
1653,3.4708
1654,2.45581
1655,2.63835
1656,3.40327
1657,3.51766
1658,2.26731
1659,3.9029
1660,3.68375
1661,3.63381
1662,3.2539
1663,2.24184
1664,3.95889
1665,4.20501
1666,3.76231
1667,3.5708
1668,4.30252
1669,3.53794
1670,3.27017
1671,4.37307
1672,3.36783
1673,4.50782
1674,3.6833
1675,3.64804
1676,4.052
1677,3.92454
1678,3.70889
1679,2.23529
1680,4.22485
1681,2.96431
1682,3.58441
1683,4.69284
1684,2.24065
1685,4.24062
1686,3.94045
1687,3.51185
1688,3.0937
1689,3.74837
1690,4.75002
1691,3.80952
1692,4.6333
1693,2.78928
1694,2.40314
1695,2.56169
1696,3.08342
1697,2.77994
1698,1.95483
1699,2.32853
1700,2.76042
1701,1.63487
1702,2.08591
1703,1.59677
1704,2.91785
1705,2.40431
1706,1.90878
1707,4.84494
1708,4.73958
1709,3.73182
1710,3.6288
1711,1.60247
1712,2.94548
1713,2.10999
1714,3.38924
1715,2.21009
1716,3.59401
1717,2.5065
1718,3.94765
1719,3.02026
1720,3.90845
1721,4.37209
1722,2.86514
1723,2.43589
1724,3.83171
1725,1.4384
1726,2.42081
1727,3.19538
1728,4.01389
1729,3.52257
1730,1.97744
1731,3.52451
1732,1.9216
1733,3.43389
1734,3.16809
1735,2.65347
1736,3.37617
1737,3.24347
1738,2.90694
1739,4.41025
1740,3.02437
1741,2.76268
1742,2.87192
1743,2.1773
1744,1.74508
1745,2.54131
1746,3.43299
1747,2.47415
1748,3.13152
1749,3.50082
1750,3.08241
1751,2.99273
1752,3.97926
1753,3.63845
1754,2.21778
1755,3.23419
1756,4.38419
1757,3.0817
1758,3.99697
1759,3.64835
1760,4.12971
1761,3.26438
1762,4.2157
1763,3.90722
1764,3.1389
1765,3.75142
1766,2.63308
1767,4.09701
1768,2.93916
1769,3.4965
1770,2.97436
1771,3.75277
1772,3.65669
1773,3.78921
1774,3.72048
1775,3.78442
1776,3.70072
1777,4.0454
1778,3.8066
1779,3.84
1780,4.6046
1781,4.97105
1782,4.56405
1783,4.41135
1784,4.47906
1785,4.74864
1786,5
1787,3.54587
1788,4.36294
1789,4.08169
1790,3.65628
1791,4.19736
1792,3.90957
1793,3.25301
1794,2.8921
1795,3.89127
1796,3.91625
1797,3.58422
1798,3.78748
1799,4.30559
1800,3.7121
1801,3.62797
1802,3.50804
1803,3.32294
1804,3.9946
1805,3.03886
1806,3.78313
1807,4.14788
1808,4.02324
1809,3.38482
1810,4.19496
1811,4.3372
1812,3.7252
1813,3.98477
1814,4.20537
1815,4.20103
1816,3.26161
1817,3.81302
1818,3.40329
1819,3.18738
1820,3.62393
1821,3.57684
1822,3.42122
1823,4.36075
1824,3.29926
1825,3.29415
1826,3.00999
1827,3.58389
1828,4.55642
1829,3.76945
1830,2.81178
1831,3.39011
1832,3.98565
1833,3.14631
1834,3.33592
1835,3.06885
1836,3.06221
1837,3.23061
1838,1.58902
1839,2.96664
1840,3.81997
1841,4.24931
1842,4.02461
1843,4.19642
1844,4.08702
1845,4.3002
1846,3.917
1847,3.72915
1848,3.46116
1849,3.46753
1850,3.65962
1851,3.83308
1852,3.95841
1853,2.1751
1854,4.09134
1855,4.10575
1856,3.69311
1857,4.1491
1858,3.04319
1859,4.16206
1860,3.58745
1861,3.87996
1862,3.88839
1863,3.90126
1864,3.97606
1865,4.06931
1866,4.43274
1867,4.42147
1868,3.693
1869,3.65954
1870,3.77887
1871,3.42226
1872,3.71353
1873,3.954
1874,3.93559
1875,3.87523
1876,4.14113
1877,3.69182
1878,4.2304
1879,4.47794
1880,3.90163
1881,3.51492
1882,4.25793
1883,3.56398
1884,4.23563
