id,label
329,6
330,3
331,3
332,0
333,3
334,2
335,3
336,3
337,4
338,0
339,3
340,2
341,5
342,0
343,0
344,6
345,4
346,6
347,3
348,4
349,4
350,6
351,0
352,6
353,3
354,3
355,4
356,3
357,3
358,3
359,2
360,4
361,6
362,3
363,6
364,5
365,3
366,3
367,3
368,2
369,4
370,6
371,4
372,4
373,4
374,4
375,2
376,1
377,5
378,4
379,4
380,4
381,2
382,3
383,2
384,3
385,6
386,3
387,5
388,6
389,4
390,0
391,6
392,3
393,5
394,0
395,5
396,2
397,2
398,4
399,0
400,0
401,5
402,3
403,3
404,2
405,6
406,5
407,5
408,5
409,5
410,3
411,5
412,4
413,3
414,3
415,6
416,4
417,0
418,5
419,4
420,0
421,3
422,6
423,4
424,4
425,0
426,2
427,3
428,3
429,4
430,3
431,6
432,2
433,6
434,3
435,0
436,3
437,2
438,3
439,0
440,4
441,0
442,6
443,2
444,6
445,4
446,0
447,3
448,0
449,1
450,0
451,3
452,4
453,4
454,4
455,5
456,3
457,4
458,0
459,6
460,5
461,5
462,2
463,3
464,6
465,6
466,3
467,3
468,3
469,2
470,3
471,5
472,2
473,4
474,6
475,1
476,3
477,6
478,4
479,4
480,4
481,6
482,6
483,4
484,4
485,4
486,6
487,5
488,3
489,6
490,3
491,6
492,3
493,0
494,4
495,4
496,2
497,2
498,4
499,0
500,6
501,0
502,3
503,2
504,0
505,3
506,3
507,6
508,4
509,4
510,2
511,3
512,0
513,4
514,4
515,3
516,5
517,4
518,0
519,4
520,3
521,6
522,2
523,6
524,3
525,3
526,3
527,5
528,2
529,3
530,0
531,3
532,5
533,5
534,5
535,6
536,4
537,6
538,5
539,4
540,4
541,6
542,6
543,6
544,0
545,0
546,4
547,4
548,3
549,3
550,2
551,4
552,4
553,6
554,0
555,3
556,2
557,0
558,0
559,4
560,1
561,4
562,5
563,0
564,2
565,5
566,0
567,5
568,4
569,0
570,0
571,3
572,6
573,6
574,2
575,2
576,4
577,3
578,6
579,6
580,4
581,3
582,2
583,3
584,6
585,2
586,4
587,5
588,6
589,4
590,6
591,3
592,4
593,6
594,3
595,3
596,4
597,6
598,4
599,6
600,4
601,6
602,4
603,6
604,3
605,4
606,0
607,4
608,2
609,4
610,4
611,5
612,3
613,4
614,5
615,6
616,2
617,6
618,4
619,0
620,3
621,3
622,4
623,3
624,3
625,3
626,2
627,2
628,0
629,3
630,6
631,3
632,3
633,6
634,3
635,0
636,5
637,2
638,0
639,4
640,5
641,4
642,3
643,0
644,3
645,4
646,3
647,6
648,5
649,3
650,2
651,4
652,0
653,3
654,2
655,2
656,3
657,0
658,6
659,5
660,2
661,3
662,3
663,3
664,3
665,5
666,2
667,2
668,4
669,2
670,4
671,6
672,3
673,2
674,6
675,6
676,6
677,4
678,4
679,6
680,0
681,2
682,5
683,3
684,4
685,6
686,6
687,3
688,2
689,3
690,3
691,0
692,4
693,4
694,4
695,6
696,2
697,3
698,0
699,0
700,2
701,3
702,2
703,2
704,5
705,4
706,3
707,0
708,3
709,3
710,4
711,4
712,2
713,3
714,6
715,3
716,6
717,4
718,3
719,6
720,0
721,3
722,3
723,0
724,4
725,0
726,2
727,2
728,4
729,3
730,3
731,2
732,2
733,0
734,6
735,5
736,6
737,4
738,0
739,3
740,0
741,6
742,6
743,3
744,3
745,2
746,0
747,3
748,2
749,6
750,6
751,3
752,0
753,2
754,6
755,4
756,0
757,0
758,3
759,3
760,5
761,0
762,5
763,3
764,3
765,3
766,3
767,3
768,6
769,4
770,3
771,0
772,6
773,4
774,3
775,2
776,3
777,6
778,6
779,5
780,4
781,4
782,4
783,6
784,0
785,6
786,3
787,4
788,4
789,6
790,3
791,6
792,3
793,2
794,0
795,3
796,6
797,5
798,0
799,5
800,3
801,0
802,3
803,4
804,5
805,6
806,5
807,4
808,4
809,0
810,3
811,2
812,4
813,6
814,0
815,4
816,6
817,3
818,4
819,2
820,4
821,5
822,6
823,2
824,5
825,6
826,5
827,4
828,5
829,4
830,0
831,5
832,2
833,5
834,2
835,0
836,4
837,0
838,1
839,0
840,4
841,4
842,5
843,2
844,0
845,0
846,3
847,6
848,3
849,5
850,6
851,4
852,4
853,4
854,0
855,2
856,4
857,3
858,4
859,5
860,4
861,5
862,0
863,4
864,6
865,2
866,0
867,2
868,3
869,3
870,3
871,3
872,0
873,5
874,4
875,4
876,4
877,6
878,3
879,0
880,3
881,6
882,6
883,6
884,5
885,4
886,0
887,3
888,4
889,5
890,4
891,5
892,4
893,4
894,0
895,6
896,2
897,3
898,4
899,6
900,6
901,3
902,3
903,6
904,3
905,3
906,3
907,5
908,4
909,5
910,2
911,4
912,4
913,0
914,4
915,2
916,4
917,3
918,4
919,4
920,6
921,1
922,3
923,3
924,2
925,3
926,2
927,6
928,6
929,0
930,2
931,0
932,2
933,2
934,3
935,6
936,3
937,6
938,3
939,3
940,3
941,6
942,6
943,0
944,1
945,4
946,4
947,4
948,3
949,3
950,5
951,2
952,6
953,2
954,0
955,4
956,6
957,6
958,6
959,5
960,2
961,5
962,0
963,3
964,3
965,0
966,0
967,2
968,3
969,3
970,3
971,3
972,6
973,0
974,6
975,4
976,0
977,0
978,3
979,6
980,2
981,5
982,2
983,6
984,6
985,0
986,3
987,2
988,3
989,3
990,6
991,6
992,2
993,4
994,4
995,3
996,4
997,0
998,0
999,3
1000,2
1001,3
1002,0
1003,2
1004,2
1005,6
1006,0
1007,6
1008,2
1009,0
1010,0
1011,2
1012,6
1013,3
1014,4
1015,3
1016,0
1017,0
1018,6
1019,4
1020,6
1021,0
1022,2
1023,1
1024,2
1025,4
1026,4
1027,2
1028,4
1029,6
1030,0
1031,3
1032,3
1033,3
1034,4
1035,3
1036,3
1037,0
1038,5
1039,3
1040,3
1041,6
1042,3
1043,6
1044,0
1045,6
1046,3
1047,6
1048,6
1049,4
1050,3
1051,3
1052,4
1053,2
1054,5
1055,3
1056,4
1057,4
1058,3
1059,4
1060,3
1061,3
1062,3
1063,3
1064,3
1065,6
1066,3
1067,6
1068,6
1069,3
1070,4
1071,4
1072,0
1073,3
1074,6
1075,4
1076,4
1077,4
1078,6
1079,0
1080,3
1081,3
1082,5
1083,3
1084,2
1085,3
1086,3
1087,5
1088,5
1089,3
1090,0
1091,3
1092,3
1093,3
1094,5
1095,4
1096,6
1097,3
1098,0
1099,6
1100,6
1101,0
1102,3
1103,2
1104,6
1105,4
1106,0
1107,4
1108,4
1109,5
1110,4
1111,3
1112,2
1113,0
1114,0
1115,4
1116,4
1117,3
1118,0
1119,3
1120,5
1121,0
1122,3
1123,4
1124,5
1125,3
1126,6
1127,0
1128,3
1129,4
1130,6
1131,6
1132,3
1133,3
1134,4
1135,3
1136,5
1137,2
1138,3
1139,4
1140,5
1141,2
1142,3
1143,0
1144,6
1145,4
1146,0
1147,3
1148,3
1149,4
1150,6
1151,6
1152,0
1153,0
1154,5
1155,5
1156,3
1157,4
1158,3
1159,0
1160,2
1161,3
1162,0
1163,2
1164,0
1165,6
1166,0
1167,6
1168,6
1169,0
1170,3
1171,2
1172,3
1173,5
1174,3
1175,4
1176,4
1177,4
1178,3
1179,4
1180,3
1181,3
1182,6
1183,4
1184,6
1185,5
1186,3
1187,2
1188,4
1189,3
1190,2
1191,3
1192,0
1193,4
1194,3
1195,5
1196,3
1197,2
1198,3
1199,4
1200,5
1201,3
1202,4
1203,4
1204,6
1205,4
1206,3
1207,6
1208,3
1209,4
1210,3
1211,5
1212,6
1213,6
1214,5
1215,6
1216,4
1217,3
1218,5
1219,6
1220,0
1221,3
1222,5
1223,3
1224,0
1225,3
1226,4
1227,4
1228,2
1229,6
1230,6
1231,6
1232,0
1233,4
1234,6
1235,6
1236,5
1237,3
1238,0
1239,0
1240,4
1241,0
1242,0
1243,5
1244,6
1245,3
1246,5
1247,4
1248,4
1249,3
1250,3
1251,4
1252,3
1253,2
1254,0
1255,4
1256,3
1257,6
1258,3
1259,6
1260,6
1261,6
1262,0
1263,6
1264,4
1265,3
1266,3
1267,0
1268,3
1269,6
1270,3
1271,3
1272,3
1273,0
1274,2
1275,5
1276,4
1277,6
1278,3
1279,6
1280,5
1281,6
1282,3
1283,3
1284,3
1285,4
1286,3
1287,6
1288,5
1289,4
1290,6
1291,4
1292,4
1293,0
1294,3
1295,4
1296,5
1297,3
1298,6
1299,5
1300,3
1301,0
1302,3
1303,2
1304,2
1305,5
1306,3
1307,3
1308,6
1309,4
1310,6
1311,4
1312,3
1313,6
1314,6
1315,0
1316,0
1317,0
1318,2
1319,0
1320,2
1321,6
1322,4
1323,4
1324,3
1325,3
1326,4
1327,4
1328,5
1329,0
1330,5
1331,2
1332,3
1333,4
1334,4
1335,6
1336,6
1337,5
1338,4
1339,0
1340,3
1341,4
1342,6
1343,6
1344,3
1345,6
1346,3
1347,6
1348,3
1349,0
1350,0
1351,4
1352,3
1353,4
1354,6
1355,3
1356,6
1357,4
1358,5
1359,6
1360,4
1361,2
1362,5
1363,6
1364,5
1365,6
1366,4
1367,2
1368,2
1369,0
1370,3
1371,6
1372,5
1373,0
1374,3
1375,3
1376,0
1377,6
1378,5
1379,0
1380,3
1381,4
1382,3
1383,0
1384,0
1385,2
1386,3
1387,3
1388,3
1389,3
1390,3
1391,6
1392,3
1393,3
1394,6
1395,4
1396,3
1397,3
1398,3
1399,5
1400,3
1401,6
1402,3
1403,5
1404,3
1405,3
1406,3
1407,3
1408,6
1409,4
1410,3
1411,0
1412,6
1413,6
1414,4
1415,4
1416,4
1417,4
1418,3
1419,6
1420,2
1421,6
1422,3
1423,6
1424,5
1425,0
1426,3
1427,3
1428,4
1429,6
1430,2
1431,6
1432,4
1433,5
1434,3
1435,6
1436,4
1437,2
1438,3
1439,6
1440,3
1441,4
1442,2
1443,5
1444,6
1445,6
1446,3
1447,0
1448,6
1449,3
1450,2
1451,6
1452,6
1453,4
1454,3
1455,3
1456,6
1457,3
1458,6
1459,3
1460,6
1461,5
1462,0
1463,3
1464,2
1465,3
1466,3
1467,3
1468,5
1469,3
1470,6
1471,4
1472,4
1473,3
1474,4
1475,5
1476,3
1477,3
1478,3
1479,3
1480,3
1481,5
1482,2
1483,5
1484,3
1485,0
1486,6
1487,2
1488,4
1489,3
1490,3
1491,4
1492,3
1493,3
1494,6
1495,5
1496,2
1497,4
1498,2
1499,0
1500,3
1501,6
1502,4
1503,2
1504,2
1505,6
1506,6
1507,3
1508,3
1509,6
1510,0
1511,6
1512,3
1513,2
1514,2
1515,4
1516,2
1517,4
1518,0
1519,3
1520,0
1521,0
1522,6
1523,5
1524,4
1525,6
1526,5
1527,2
1528,2
1529,6
1530,2
1531,4
1532,3
1533,3
1534,5
1535,2
1536,3
1537,6
1538,4
1539,3
1540,3
1541,2
1542,4
1543,0
1544,6
1545,4
1546,6
1547,3
1548,6
1549,6
1550,0
1551,0
1552,3
1553,0
1554,4
1555,3
1556,3
1557,6
1558,3
1559,0
1560,6
1561,4
1562,6
1563,3
1564,4
1565,3
1566,6
1567,2
1568,4
1569,4
1570,4
1571,3
1572,6
1573,5
1574,6
1575,3
1576,0
1577,3
1578,6
1579,3
1580,4
1581,6
1582,3
1583,4
1584,5
1585,6
1586,0
1587,0
1588,6
1589,4
1590,3
1591,5
1592,6
1593,0
1594,6
1595,4
1596,3
1597,6
1598,3
1599,4
1600,0
1601,4
1602,6
1603,5
1604,3
1605,2
1606,6
1607,5
1608,0
1609,2
1610,4
1611,2
1612,2
1613,5
1614,3
1615,3
1616,2
1617,4
1618,1
1619,3
1620,3
1621,3
1622,6
1623,3
1624,6
1625,6
1626,4
1627,6
1628,3
1629,3
1630,4
1631,0
1632,6
1633,3
1634,3
1635,0
1636,6
1637,4
1638,1
1639,4
1640,2
1641,3
1642,3
1643,2
1644,6
1645,6
1646,5
1647,0
1648,2
1649,4
1650,3
1651,2
1652,3
1653,2
1654,6
1655,0
1656,0
1657,6
1658,0
1659,5
1660,1
1661,3
1662,4
1663,6
1664,6
1665,6
1666,0
1667,6
1668,4
1669,4
1670,6
1671,4
1672,6
1673,0
1674,4
1675,4
1676,6
1677,6
1678,5
1679,5
1680,4
1681,5
1682,0
1683,3
1684,5
1685,0
1686,6
1687,4
1688,4
1689,4
1690,0
1691,3
1692,3
1693,4
1694,3
1695,4
1696,1
1697,3
1698,3
1699,2
1700,0
1701,2
1702,0
1703,5
1704,4
1705,3
1706,0
1707,3
1708,3
1709,4
1710,6
1711,2
1712,6
1713,0
1714,6
1715,3
1716,3
1717,6
1718,5
1719,1
1720,2
1721,2
1722,2
1723,4
1724,6
1725,6
1726,4
1727,3
1728,3
1729,4
1730,4
1731,6
1732,6
1733,4
1734,6
1735,6
1736,4
1737,0
1738,0
1739,5
1740,3
1741,4
1742,5
1743,3
1744,6
1745,0
1746,4
1747,2
1748,6
1749,0
1750,2
1751,0
1752,2
1753,4
1754,3
1755,4
1756,0
1757,3
1758,0
1759,4
1760,2
1761,0
1762,2
1763,4
1764,4
1765,6
1766,4
1767,3
1768,3
1769,3
1770,2
1771,2
1772,6
1773,2
1774,3
1775,3
1776,6
1777,0
1778,0
1779,2
1780,5
1781,6
1782,2
1783,2
1784,5
1785,3
1786,5
1787,3
1788,0
1789,3
1790,0
1791,3
1792,4
1793,3
1794,6
1795,6
1796,2
1797,0
1798,5
1799,0
1800,3
1801,6
1802,6
1803,6
1804,5
1805,4
1806,6
1807,6
1808,3
1809,5
1810,4
1811,5
1812,3
1813,6
1814,4
1815,2
1816,6
1817,0
1818,6
1819,4
1820,4
1821,4
1822,3
1823,6
1824,3
1825,6
1826,0
1827,6
1828,5
1829,4
1830,6
1831,4
1832,6
1833,4
1834,6
1835,4
1836,0
1837,3
1838,6
1839,0
1840,4
1841,1
1842,6
1843,3
1844,6
1845,0
1846,0
1847,4
1848,4
1849,2
1850,3
1851,3
1852,6
1853,2
1854,6
1855,4
1856,2
1857,6
1858,5
1859,2
1860,3
1861,4
1862,3
1863,0
1864,4
1865,5
1866,4
1867,6
1868,3
1869,2
1870,2
1871,2
1872,6
1873,3
1874,4
1875,3
1876,3
1877,5
1878,3
1879,4
1880,0
1881,5
1882,5
1883,0
1884,3
1885,2
1886,4
1887,5
1888,5
1889,5
1890,5
1891,4
1892,0
1893,4
1894,3
1895,3
1896,0
1897,6
1898,4
1899,3
1900,5
1901,6
1902,4
1903,4
1904,3
1905,6
1906,6
1907,6
1908,3
1909,2
1910,0
1911,5
1912,4
1913,6
1914,5
1915,6
1916,5
1917,6
1918,0
1919,5
1920,2
1921,5
1922,4
1923,4
1924,4
1925,6
1926,3
1927,3
1928,3
1929,0
1930,1
1931,5
1932,4
1933,4
1934,6
1935,5
1936,4
1937,3
1938,6
1939,6
1940,6
1941,0
1942,3
1943,3
1944,4
1945,6
1946,6
1947,4
1948,6
1949,5
1950,4
1951,6
1952,6
1953,6
1954,3
1955,3
1956,4
1957,6
1958,3
1959,3
1960,5
1961,3
1962,4
1963,3
1964,4
1965,2
1966,3
1967,6
1968,3
1969,3
1970,3
1971,4
1972,5
1973,3
1974,3
1975,3
1976,0
1977,6
1978,6
1979,3
1980,3
1981,3
1982,4
1983,0
1984,3
1985,0
1986,4
1987,0
1988,3
1989,3
1990,6
1991,3
1992,2
1993,4
1994,6
1995,3
1996,6
1997,2
1998,6
1999,3
2000,0
2001,3
2002,0
2003,4
2004,6
2005,5
2006,6
2007,2
2008,2
2009,4
2010,1
2011,3
2012,0
2013,6
2014,2
2015,6
2016,5
2017,5
2018,0
2019,4
2020,6
2021,3
2022,4
2023,2
2024,2
2025,3
2026,0
2027,4
2028,3
2029,3
2030,0
2031,4
2032,3
2033,0
2034,4
2035,4
2036,2
2037,0
2038,2
2039,2
2040,3
2041,0
2042,5
2043,4
2044,2
2045,0
2046,3
2047,4
2048,2
2049,2
2050,6
2051,3
2052,1
2053,6
2054,4
2055,4
2056,3
2057,4
2058,6
2059,3
2060,5
2061,2
2062,3
2063,3
2064,1
2065,2
2066,6
2067,6
2068,5
2069,5
2070,3
2071,3
2072,0
2073,6
2074,0
2075,2
2076,4
2077,4
2078,5
2079,0
2080,4
2081,5
2082,4
2083,5
2084,6
2085,4
2086,3
2087,3
2088,3
2089,4
2090,2
2091,4
2092,3
2093,3
2094,5
2095,3
2096,3
2097,3
2098,3
2099,3
2100,6
2101,0
2102,5
2103,6
2104,2
2105,3
2106,0
2107,4
2108,4
2109,4
2110,2
2111,3
2112,5
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,1
2120,2
2121,3
2122,0
2123,3
2124,6
2125,3
2126,3
2127,3
2128,3
2129,6
2130,4
2131,4
2132,6
2133,3
2134,6
2135,6
2136,0
2137,4
2138,0
2139,3
2140,3
2141,6
2142,3
2143,0
2144,4
2145,3
2146,3
2147,6
2148,2
2149,1
2150,3
2151,6
2152,3
2153,6
2154,4
2155,3
2156,5
2157,5
2158,4
2159,3
2160,6
2161,3
2162,3
2163,0
2164,5
2165,3
2166,3
2167,5
2168,0
2169,0
2170,3
2171,4
2172,3
2173,0
2174,6
2175,4
2176,3
2177,2
2178,0
2179,4
2180,3
2181,2
2182,3
2183,6
2184,3
2185,3
2186,4
2187,2
2188,3
2189,2
2190,5
2191,2
2192,0
2193,3
2194,3
2195,3
2196,6
2197,3
2198,2
2199,3
2200,2
2201,6
2202,6
2203,3
2204,2
2205,6
2206,3
2207,2
2208,3
2209,4
2210,0
2211,3
2212,3
2213,4
2214,4
2215,4
2216,2
2217,6
2218,4
2219,1
2220,5
2221,3
2222,4
2223,4
2224,4
2225,6
2226,5
2227,0
2228,0
2229,3
2230,2
2231,2
2232,4
2233,4
2234,2
2235,4
2236,6
2237,0
2238,5
2239,3
2240,3
2241,4
2242,3
2243,3
2244,6
2245,6
2246,3
2247,0
2248,6
2249,6
2250,6
2251,3
2252,3
2253,3
2254,2
2255,0
2256,3
2257,0
2258,4
2259,4
2260,4
2261,3
2262,5
2263,4
2264,6
2265,6
2266,3
2267,6
2268,3
2269,5
2270,3
2271,4
2272,3
2273,4
2274,6
2275,3
2276,6
2277,3
2278,6
2279,4
2280,5
2281,6
2282,4
2283,6
2284,5
2285,4
2286,3
2287,6
2288,4
2289,6
2290,3
2291,3
2292,3
2293,1
2294,3
2295,0
2296,5
2297,3
2298,6
2299,5
2300,4
2301,3
2302,6
2303,3
2304,0
2305,2
2306,2
2307,3
2308,3
2309,3
2310,4
2311,3
2312,6
2313,3
2314,6
2315,3
2316,2
2317,2
2318,3
2319,0
2320,3
2321,5
2322,0
2323,6
2324,0
2325,3
2326,3
2327,4
2328,2
2329,6
2330,3
2331,4
2332,6
2333,0
2334,6
2335,2
2336,0
2337,3
2338,5
2339,4
2340,2
2341,6
2342,3
2343,3
2344,3
2345,5
2346,0
2347,3
2348,3
2349,2
2350,6
2351,0
2352,3
2353,3
2354,3
2355,2
2356,4
2357,3
2358,3
2359,2
2360,3
2361,6
2362,4
2363,0
2364,6
2365,3
2366,6
2367,3
2368,0
2369,4
2370,2
2371,3
2372,6
2373,2
2374,4
2375,3
2376,3
2377,3
2378,3
2379,4
2380,3
2381,5
2382,4
2383,6
2384,2
2385,3
2386,5
2387,6
2388,5
2389,6
2390,4
2391,0
2392,3
2393,5
2394,2
2395,6
2396,0
2397,3
2398,3
2399,0
2400,4
2401,2
2402,4
2403,3
2404,4
2405,0
2406,4
2407,2
2408,3
2409,3
2410,3
2411,4
2412,3
2413,6
2414,6
2415,3
2416,0
2417,2
2418,2
2419,3
2420,1
2421,2
2422,3
2423,4
2424,3
2425,3
2426,6
2427,3
2428,3
2429,3
2430,6
2431,3
2432,3
2433,2
2434,3
2435,4
2436,3
2437,3
2438,5
2439,3
2440,6
2441,3
2442,0
2443,2
2444,4
2445,6
2446,2
2447,2
2448,2
2449,6
2450,2
2451,3
2452,0
2453,0
2454,5
2455,4
2456,6
2457,3
2458,3
2459,3
2460,0
2461,3
2462,3
2463,6
2464,5
2465,4
2466,4
2467,3
2468,3
2469,3
2470,6
2471,4
2472,6
2473,0
2474,4
2475,2
2476,5
2477,5
2478,4
2479,2
2480,6
2481,2
2482,4
2483,5
2484,0
2485,5
2486,4
2487,1
2488,6
2489,5
2490,5
2491,5
2492,5
2493,3
2494,0
2495,2
2496,2
2497,5
2498,0
2499,3
2500,3
2501,0
2502,6
2503,2
2504,0
2505,3
2506,4
2507,4
2508,4
2509,4
2510,0
2511,4
2512,0
2513,2
2514,5
2515,0
2516,4
2517,0
2518,4
2519,2
2520,4
2521,3
2522,0
2523,0
2524,4
2525,0
2526,3
2527,3
2528,4
2529,4
2530,3
2531,6
2532,3
2533,3
2534,3
2535,2
2536,3
2537,6
2538,0
2539,4
2540,4
2541,3
2542,3
2543,4
2544,0
2545,4
2546,3
2547,3
2548,6
2549,3
2550,4
2551,6
2552,3
2553,6
2554,6
2555,3
2556,4
2557,3
2558,4
2559,6
2560,4
2561,2
2562,0
2563,4
2564,5
2565,3
2566,4
2567,3
2568,4
2569,6
2570,2
2571,0
2572,0
2573,6
2574,0
2575,0
2576,3
2577,2
2578,6
2579,3
2580,0
2581,4
2582,3
2583,3
2584,0
2585,5
2586,3
2587,0
2588,3
2589,3
2590,2
2591,4
2592,3
2593,4
2594,3
2595,5
2596,3
2597,4
2598,0
2599,3
2600,3
2601,4
2602,6
2603,6
2604,3
2605,4
2606,6
2607,3
2608,4
2609,6
2610,0
2611,3
2612,2
2613,1
2614,4
2615,5
2616,6
2617,3
2618,3
2619,6
2620,3
2621,2
2622,3
2623,3
2624,4
2625,3
2626,3
2627,4
2628,3
2629,0
2630,3
2631,5
2632,2
2633,2
2634,4
2635,6
2636,5
2637,3
2638,4
2639,5
2640,3
2641,3
2642,3
2643,6
2644,5
2645,0
2646,4
2647,4
2648,2
2649,3
2650,2
2651,4
2652,3
2653,2
2654,3
2655,5
2656,6
2657,3
2658,0
2659,1
2660,6
2661,3
2662,6
2663,6
2664,6
2665,3
2666,0
2667,3
2668,3
2669,2
2670,0
2671,4
2672,4
2673,6
2674,4
2675,3
2676,6
2677,4
2678,6
2679,0
2680,3
2681,2
2682,5
2683,2
2684,6
2685,4
2686,4
2687,6
2688,6
2689,2
2690,3
2691,2
2692,4
2693,3
2694,2
2695,6
2696,5
2697,4
2698,4
2699,4
2700,0
2701,3
2702,6
2703,4
2704,3
2705,4
2706,4
2707,6
2708,4
2709,5
2710,3
2711,3
2712,2
2713,3
2714,5
2715,3
2716,6
2717,4
2718,0
2719,6
2720,0
2721,6
2722,0
2723,6
2724,4
2725,4
2726,6
2727,6
2728,6
2729,3
2730,3
2731,3
2732,4
2733,0
2734,4
2735,0
2736,0
2737,3
2738,0
2739,5
2740,4
2741,0
2742,5
2743,3
2744,3
2745,0
2746,4
2747,3
2748,3
2749,3
2750,4
2751,4
2752,4
2753,3
2754,5
2755,5
2756,2
2757,2
2758,6
2759,4
2760,6
2761,4
2762,0
2763,3
2764,5
2765,3
2766,5
2767,0
2768,2
2769,6
2770,5
2771,4
2772,4
2773,3
2774,6
2775,6
2776,0
2777,4
2778,6
2779,2
2780,2
2781,0
2782,0
2783,2
2784,5
2785,0
2786,6
2787,5
2788,4
2789,2
2790,4
2791,0
2792,6
2793,6
2794,0
2795,5
2796,0
2797,4
2798,2
2799,0
2800,5
2801,4
2802,4
2803,5
2804,5
2805,3
2806,0
2807,4
2808,2
2809,0
2810,2
2811,5
2812,4
2813,6
2814,5
2815,3
2816,3
2817,4
2818,4
2819,4
2820,6
2821,0
2822,0
2823,3
2824,5
2825,4
2826,4
2827,4
2828,6
2829,0
2830,4
2831,3
2832,6
2833,3
2834,0
2835,0
2836,5
2837,4
2838,4
2839,4
2840,3
2841,5
2842,3
2843,4
2844,6
2845,3
2846,2
2847,3
2848,3
2849,3
2850,5
2851,4
2852,6
2853,2
2854,5
2855,0
2856,6
2857,2
2858,2
2859,4
2860,2
2861,3
2862,3
2863,3
2864,3
2865,0
2866,4
2867,6
2868,3
2869,3
2870,0
2871,4
2872,3
2873,4
2874,4
2875,2
2876,6
2877,0
2878,5
2879,6
2880,6
2881,5
2882,6
2883,0
2884,6
2885,5
2886,0
2887,6
2888,3
2889,3
2890,4
2891,3
2892,4
2893,3
2894,0
2895,1
2896,6
2897,3
2898,2
2899,4
2900,3
2901,2
2902,0
2903,5
2904,0
2905,4
2906,0
2907,0
2908,3
2909,2
2910,6
2911,3
2912,3
2913,2
2914,6
2915,4
2916,5
2917,2
2918,3
2919,3
2920,3
2921,6
2922,4
2923,6
2924,5
2925,4
2926,6
2927,6
2928,3
2929,4
2930,5
2931,4
2932,3
2933,4
2934,4
2935,3
2936,3
2937,4
2938,6
2939,0
2940,4
2941,6
2942,4
2943,0
2944,4
2945,4
2946,6
2947,4
2948,2
2949,6
2950,0
2951,6
2952,5
2953,6
2954,2
2955,5
2956,3
2957,3
2958,5
2959,3
2960,2
2961,3
2962,5
2963,4
2964,0
2965,3
2966,3
2967,4
2968,6
2969,5
2970,3
2971,6
2972,2
2973,3
2974,3
2975,2
2976,6
2977,5
2978,3
2979,6
2980,3
2981,3
2982,3
2983,0
2984,4
2985,0
2986,6
2987,6
2988,3
2989,5
2990,5
2991,4
2992,6
2993,4
2994,4
2995,6
2996,6
2997,2
